BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
3379018,"BroBots and the shoujo shenanigans! 3 / written by J. Torres ; art, lettering, & design by Sean Dove ; edited by Robin Herrera.","Torres, J., 1969-","1620105217, 9781620105214",2018.,"Oni Press, Inc.,","Brothers Comic books strips etc, Robots Comic books strips etc, Cousins Comic books strips etc, Science fiction comics, Graphic novels, Comics Graphic works",jcbk,nccomic,Floating,bal,05/01/2020,1
2321381,John Woo : interviews / edited by Robert K. Elder.,"Woo, John, 1948-","1578067758, 1578067766",2005.,"University Press of Mississippi,","Woo John 1948 Interviews, Motion picture producers and directors China Interviews",acbk,canf,,cen,09/01/2020,1
2326536,"The ultimates. vol. 1, Super-human / writer, Mark Millar ; pencils, Bryan Hitch ; inks, Andrew Currie.","Millar, Mark",0785109609,2002.,"Marvel Comics,","Heroes Comic books strips etc, Graphic novels, Superhero comic books strips etc, Comic books strips etc",acbk,nycomic,,swt,06/01/2020,1
3118337,Boats float! / by George Ella Lyon and Benn Lyon ; illustrated by Mick Wiggins.,"Lyon, George Ella, 1949-","148140380X, 9781481403801",[2015],"Atheneum Books for Young Readers,","Boats and boating Juvenile fiction, Stories in rhyme",jcbk,ncpic,,bea,04/01/2020,1
3490638,Unexplained : real-life supernatural stories for uncertain times / Richard MacLean Smith.,"Smith, Richard MacLean","1492697710, 9781492697718",[2019],"Sourcebooks,","Parapsychology, Supernatural, Curiosities and wonders",acbk,nanew,,bea,01/01/2020,1
703162,Leonardo da Vinci: the royal palace at Romorantin / Carlo Pedretti.,"Pedretti, Carlo",0674524551,1972.,"Belknap Press of Harvard University Press,","Leonardo da Vinci 1452 1519, Romorantin France",arbk,cs8r,,cen,04/01/2020,1
3004882,Blood magick / Nora Roberts.,"Roberts, Nora","0425259870, 9780425259870",2014.,"Berkley Books,","Witches Fiction, Businesswomen Fiction, Magic Fiction, Ireland Fiction, Domestic fiction, Love stories",acbk,nafic,,spa,10/01/2020,1
3360713,"What to do when machines do everything : how to get ahead in a world of AI, algorithms, bots, and big data / Malcolm Frank, Paul Roehrig, and Ben Pring.","Frank, Malcolm","111927866X, 9781119278665",[2017],"John Wiley & Sons, Inc.,","Automation, Information technology Economic aspects, Technological innovations Economic aspects",acbk,canf,,cen,12/01/2020,2
2792306,Where do diggers sleep at night? / by Brianna Caplan Sayres ; illustrated by Christian Slade.,"Sayres, Brianna Caplan","0375868488, 0375968482, 9780375868481, 9780375968488",[2012],"Random House,","Stories in rhyme Juvenile fiction, Trucks Juvenile fiction, Motor vehicles Juvenile fiction, Bedtime Juvenile fiction",jcbk,ncpic,,bea,01/01/2020,1
3277330,The underwear book / Todd Parr.,"Parr, Todd","031618831X, 0606261451, 9780316188319, 9780606261456",2012.,"Little, Brown and Co.,","Underwear Juvenile fiction, Underwear Juvenile humor, Picture books",jcbk,ncspec,,gwd,01/01/2020,1
3362624,"McGraw-Hill Education Pre-GED / McGraw-Hill Education, editors.",,"1260118134, 9781260118131",[2018],"McGraw-Hill Education,","GED tests Study guides, Study guides",acbk,najob,,lcy,08/01/2020,1
2986081,"Suddenly, love / Aharon Appelfeld ; translated from Hebrew by Jeffrey M. Green.","Apelfeld, Aharon","0805242953, 9780805242959",[2014],"Schocken Books,","Older men Fiction, Authors Fiction, Women caregivers Fiction, Israel Fiction",acbk,cafic,,cen,03/01/2020,1
2669977,Along the river that flows uphill : from the Orinoco to the Amazon / by Richard Starks and Miriam Murcutt.,"Starks, Richard","1906598320, 9781906598327",2009.,"Haus,","Starks Richard Travel Venezuela Casiquiare River, Murcutt Miriam Travel Venezuela Casiquiare River, Yanomamo Indians Venezuela Social life and customs, Casiquiare River Venezuela Description and travel, Amazon River Region Description and travel, Orinoco River Valley Venezuela and Colombia Description and travel",acbk,canf,,cen,11/01/2020,1
2489008,Max's bunny business / Rosemary Wells.,"Wells, Rosemary","0670011053, 9780670011056",2008.,"Viking Childrens Books,","Moneymaking projects Fiction, Brothers and sisters Fiction, Rabbits Juvenile fiction",jcbk,ncpic,,nga,07/01/2020,1
2369823,Diaper-free before 3 : the healthier way to toilet train and help your child out of diapers sooner / Jill M. Lekovic.,"Lekovic, Jill M.","0307237095, 9780307237095",[2006],"Three Rivers Press,","Toilet training, Child care, Children Health and hygiene, Child rearing",acbk,canf,,cen,04/01/2020,2
2713664,"Do androids dream of electric sheep? [4] / Philip K. Dick ; [art, Tony Parker ; colors, Blond ; letters, Richard Starkings ; editor, Bryce Carlson].","Dick, Philip K.","1608866157, 9781608866151",2011.,"Boom! Studios,","Deckard Rick Fictitious character Comic books strips etc, Androids Comic books strips etc, Science fiction comic books strips etc, Graphic novels",acbk,nycomic,,rbe,02/01/2020,1
3097123,When the Anger Ogre visits / by Andrée Salom ; illustrated by Ivette Salom.,"Salom, Andrée","1614291667, 9781614291664",[2015],"Wisdom Publications,","Stories in rhyme, Anger Fiction, Meditation Fiction, Relaxation Fiction",jcbk,ccpic,,cen,07/01/2020,1
2702769,Where's Walrus? / by Stephen Savage.,"Savage, Stephen, 1965-","0439700493, 9780439700498",2011.,"Scholastic Press,","Walrus Juvenile fiction, Hats Juvenile fiction, Disguise Juvenile fiction, Zoo keepers Juvenile fiction, Stories without words Juvenile fiction",jcbk,ncpic,,cap,10/01/2020,1
3503226,"The book of queens : legendary leaders, fierce females, and wonder women who ruled the world / Stephanie Warren Drimmer.","Drimmer, Stephanie Warren","1426335350, 1426335369, 9781426335358, 9781426335365",[2019],"National Geographic,","Women Biography Juvenile literature, Women heads of state Biography Juvenile literature, Leadership in women Juvenile literature",jcbk,ncnew,,spa,04/01/2020,1
3210961,Testimony / Robbie Robertson.,"Robertson, Robbie","0307889785, 9780307889782",[2016],"Crown Archetype,","Robertson Robbie, Rock musicians Canada Biography, Autobiographies, Biographies",acbk,nanf,,mag,04/01/2020,1
3216243,Havana / Sarah Cameron.,"Cameron, Sarah, 1954-","1911082078, 9781911082071",[2016],"Footprint Handbooks,",Havana Cuba Guidebooks,acbk,nanf,,cap,05/01/2020,1
3170683,A whole life / Robert Seethaler ; translated from the German by Charlotte Collins.,"Seethaler, Robert, 1966-","0374289867, 9780374289867",2016.,"Farrar, Straus and Giroux,","Solitude Fiction, Mountains Fiction",acbk,nafic,,swt,08/01/2020,1
3519601,Sword of fire / Katharine Kerr ; [edited by Katie Anderson].,"Kerr, Katharine","0756413672, 9780756413675",2020.,"DAW Books, Inc.,","Deverry Imaginary place Fiction, Fantasy fiction",acbk,canew,,cen,04/01/2020,1
3440279,An absolutely remarkable thing / Hank Green.,"Green, Hank","1643580817, 9781643580814",2019.,"Center Point Large Print,","Fame Fiction, Social media Fiction, Internet videos Fiction, Fantasy fiction, Science fiction, Large type books",acbk,nalpfic,Floating,wts,07/01/2020,1
3297621,Knitting comfortably : the ergonomics of handknitting / Carson Demers ; [edited by Ann Budd with a foreword by Cat Bordhi ; photography by Zoe Lonergan and illustrations by Susan Szecsi].,"Demers, Carson,","0692824901, 9780692824900",[2017],"Ergo I Publishing,","Knitting Technique, Knitting Health aspects, Hand exercises, Self care Health",acbk,nanf,,swt,08/01/2020,1
3421901,Last woman standing / Amy Gentry.,"Gentry, Amy","0544962532, 9780544962538",2019.,"Houghton Mifflin Harcourt,","Women comedians Fiction, Women computer programmers Fiction, Revenge Fiction, Psychological fiction, Thrillers Fiction",acbk,nafic,,glk,06/01/2020,1
2513900,You can do it / by Tony Dungy ; illustrated by Amy June Bates.,"Dungy, Tony","1416954619, 9781416954613",2008.,"Little Simon Inspirations,","Ability Juvenile fiction, Family life Fiction, Schools Fiction, African Americans Juvenile fiction",jcbk,ncpic,,rbe,11/01/2020,2
3254215,S.E.X. : the all-you-need-to-know sexuality guide to get you through your teens and twenties / Heather Corinna.,"Corinna, Heather","0738218847, 9780738218847",2016.,"Da Capo Lifelong Books,","Sex instruction for teenagers, Sex instruction for youth, Sex, Sexual health",acbk,nynf,,bal,05/01/2020,1
2299408,"Abuse of anabolic steroids and their precursors by adolescent amateur athletes : hearing before the Senate Caucus on International Narcotics Control, One Hundred Eighth Congress, second session, July 13, 2004.",United States. Congress. Senate. Caucus on International Narcotics Control,0160746620,2005.,"U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O.,","Anabolic steroids Health aspects United States, High school athletes Drug use United States, Doping in sports United States",acbk,cadoc,,cen,01/01/2020,1
3403846,Horse meets dog / by Elliott Kalan ; illustrations by Tim Miller.,"Kalan, Elliott, 1981-","0062791109, 9780062791108",[2018],"Balzer + Bray, an imprint of HarperCollinsPublishers,","Dogs Juvenile fiction, Horses Juvenile fiction, Mistaken identity Juvenile fiction, Humorous stories, Picture books",jcbk,ncpic,,gwd,03/01/2020,1
1932599,Lipshtick / Gwen Macsai.,"Macsai, Gwen",0060191015,[2000],"HarperCollins Publishers,",Women Humor,acbk,canf,,cen,02/01/2020,1
3044347,LEO the maker prince : journeys in 3D printing / by Carla Diana.,"Diana, Carla","1457183145, 9781457183140",2013.,"Maker Media Inc.,",Three dimensional printing Juvenile literature,jcbk,ncnf,,bea,03/01/2020,1
1760222,"Hollies : the genus Ilex / Fred C. Galle ; scientific advisor, Theodore R. Dudley ; technical advisor, Gene K. Eisenbeiss.","Galle, Fred C.",088192380X,[1997],"Timber Press,",Hollies,acbk,canf,,cen,11/01/2020,1
3445331,"A new way to food : 100 recipes to encourage a healthy relationship with food, nourish your beautiful body, and celebrate real wellness for life / Maggie Battista ; photographs by Kristin Teig.","Battista, Maggie","1611806178, 9781611806175",2019.,"Roost Books,","Cooking Natural foods, Sugar free diet Recipes, Self care Health, Nutrition, Cookbooks",acbk,nanf,,wts,01/01/2020,1
3454003,Where the bullets fly / Terrence McCauley.,"McCauley, Terrence","0786043423, 9780786043422",[2018],"Pinnacle Books,","Sheriffs Fiction, Frontier and pioneer life Fiction, Revenge Fiction, Western fiction",acbk,cawest,,cen,06/01/2020,2
3493193,Harriet Tubman / by Kitson Jazynka ; illustrated by Charlotte Ager.,"Jazynka, Kitson","1465485422, 1465485430, 9781465485427, 9781465485434",2019.,"DK Publishing,","Tubman Harriet 1822 1913 Juvenile literature, Slaves United States Biography Juvenile literature, African American women Biography Juvenile literature, African Americans Biography Juvenile literature, Underground Railroad Juvenile literature, Women Biography Juvenile literature",jcbk,ncb,,bro,08/01/2020,1
3452317,Inside out : a memoir / Demi Moore.,"Moore, Demi","0062049534, 9780062049537",[2019],"Harper, an imprint of HarperCollinsPublishers,","Moore Demi, Actresses United States Biography, Divorce Biography, Autobiographies",acbk,nab,Floating,col,04/01/2020,3
1704485,Short stories / Langston Hughes ; edited by Akiba Sullivan Harper ; with an introduction by Arnold Rampersad.,"Hughes, Langston, 1902-1967","0809016036, 0809035413, 0809086581",1996.,"Hill and Wang,","African Americans Fiction, Short stories American, American fiction African American authors",acbk,cafic,,cen,04/01/2020,2
3367550,"Mastering mountain bike skills / Brian Lopes, Lee McCormack.","Lopes, Brian","1492544493, 9781492544494",[2017],"Human Kinetics,",Mountain biking Training,acbk,canf,,cen,04/01/2020,2
3148780,The last ranch : a novel of the new American West / Michael McGarrity.,"McGarrity, Michael","0525953256, 9780525953258",[2016],"Dutton,","Ranch life New Mexico Fiction, Families New Mexico Fiction, New Mexico History 20th century Fiction, Western stories, Historical fiction",acbk,cawest,,cen,05/01/2020,2
3287203,Angels in the sky : how a band of volunteer airmen saved the new state of Israel / Robert Gandt.,"Gandt, Robert L.","0393254771, 9780393254778",[2017],"W.W. Norton & Company,","Israel Hel ha avir History, Israel Arab War 1948 1949 Aerial operations, Fighter pilots Biography, Airplanes Military Israel History, Biographies",acbk,nanf,,col,12/01/2020,1
3056835,The Cinderella murder / Mary Higgins Clark and Alafair Burke.,"Clark, Mary Higgins","1410471314, 9781410471314",2014.,"Thorndike Press,","Television programs Fiction, Murder Investigation Fiction, Large type books, Suspense fiction, Mystery fiction",acbk,nalpfic,,wal,11/01/2020,1
3466582,All it takes / Kristen Proby.,"Proby, Kristen","0062892673, 9780062892676",[2019],"Avon Books,","Inheritance and succession Fiction, Man woman relationships Fiction, New York N Y Fiction, Romance fiction, Legal fiction Literature, Erotic fiction",acbk,nafic,,bro,05/01/2020,1
3481289,Friendship on the high seas / by Jane Yolen ; illustrated by Mike Moran.,"Yolen, Jane","1534438912, 1534438939, 9781534438910, 9781534438927, 9781534438934",2019.,"Simon Spotlight,","Friendship Juvenile fiction, Fishes Juvenile fiction, Schools Juvenile fiction, Stories in rhyme, Readers Publications",jcbk,ccrdr,,mob,07/01/2020,1
3244767,Mountain born / Elizabeth Yates ; illustrated by Nora S. Unwin.,"Yates, Elizabeth, 1905-2001","0890847061, 9780890847060",[1993],"Bob Jones University Press,","Farm life Juvenile fiction, Sheep Juvenile fiction",jcbk,ccfic,,cen,02/01/2020,1
2984052,The everything budgeting book : practical advice for saving and managing your money- from daily budgets to long-term goals / Tere Stouffer.,"Stouffer, Tere","144056776X, 9781440567766",[2013],"Adams Media,","Finance Personal, Home economics Accounting",acbk,nanf,,bro,02/01/2020,1
3433645,The nickel boys : a novel / Colson Whitehead.,"Whitehead, Colson, 1969-","0345804341, 0385537077, 9780345804341, 9780385537070",[2019],"Doubleday,","African American teenagers Fiction, Racism Fiction, Reformatories Fiction, Florida Fiction, Historical fiction",acbk,nafic,,hip,03/01/2020,1
2567948,Nature of the rainforest : Costa Rica and beyond / Adrian Forsyth ; photographs by Michael Fogden and Patricia Fogden ; foreword by E.O. Wilson.,"Forsyth, Adrian","0801474752, 9780801474750",2008.,"Comstock Pub. Associates,","Rain forest ecology Costa Rica, Rain forest animals Costa Rica, Rain forest plants Costa Rica",acbk,canf,,cen,08/01/2020,1
2983135,"He has shot the president! : April 14, 1865 : the day John Wilkes Booth killed President Lincoln / by Don Brown.","Brown, Don, 1949-","1596432241, 9781596432246",2014.,"Roaring Brook Press,","Booth John Wilkes 1838 1865 Juvenile literature, Lincoln Abraham 1809 1865 Assassination Juvenile literature",jcbk,ncnf,,cap,08/01/2020,1
3357742,Werewolves / by Erin Peabody ; art by Victor Rivas.,"Peabody, Erin","149980458X, 1499804598, 9781499804584, 9781499804591",[2017],"Little Bee Books,","Werewolves Juvenile literature, Shapeshifting Juvenile literature, Animals Mythical Juvenile literature, Monsters Folklore",jcbk,ncfft,,bal,04/01/2020,1
2985272,Blood lure / Nevada Barr.,"Barr, Nevada","0425183750, 9780425183755",[2002],"Berkley Books,","Pigeon Anna Fictitious character Fiction, Women park rangers Fiction, Glacier National Park Mont Fiction, Montana Fiction, Mystery fiction",acbk,namys,Floating,bro,04/01/2020,1
2932768,George and Martha : one fine day / written and illustrated by James Marshall.,"Marshall, James, 1942-1992","0547144229, 9780547144221",2010.,"Houghton Mifflin Books for Children,","Friendship Juvenile fiction, Hippopotamus Juvenile fiction",jcbk,ncrdr,Floating,dth,07/01/2020,1
3503808,The runaway princess / Johan Troïanowski ; [translation by Anne and Owen Smith].,"Troïanowski, Johan","0593118405, 0593118413, 0593124162, 9780593118405, 9780593118412, 9780593118429, 9780593124161",[2020],"RH Graphic,","Princesses Comic books strips etc, France Comic books strips etc, Adventure and adventurers Comic books strips etc, Fairy tales Comic books strips etc, Cartoons and comics, Comics Graphic works, Graphic novels",jcbk,nccomic,Floating,fre,03/01/2020,1
2899886,Art journal freedom : how to journal creatively with color & composition / Dina Wakley.,"Wakley, Dina","1599636158, 9781599636153",[2013],"North Light Books ; David & Charles [distributor],","Diaries Authorship, Scrapbook journaling",acbk,nanf,,cap,08/01/2020,1
2380663,Peterson first guide to birds of North America / Roger Tory Peterson.,"Peterson, Roger Tory, 1908-1996","0395406846, 0395906660",1986.,"Houghton Mifflin,",Birds North America Identification,jcbk,ncnf,,dth,02/01/2020,1
2644732,"Nana. Vol. 20 / story & art by Ai Yazawa ; [English adaptation, Allison Wolfe ; translation, Tomo Kimura ; touch-up art and lettering, Sabrina Heep].","Yazawa, Ai, 1967-","1421530759, 9781421530758",[2010],"Viz Media,","Young women Comic books strips etc, Female friendship Comic books strips etc, Tokyo Japan Comic books strips etc, Graphic novels, Comics Graphic works",acbk,nacomic,,nga,04/01/2020,1
3338860,SBAC Smarter Balanced. Grade 8 math / by Deborah Murphy Orr.,"Orr, Deborah Murphy,","1438010907, 9781438010908",[2018],"Barrons Education Series, Inc.,","Mathematics Study and teaching Middle school Examinations, Mathematical ability Testing Study guides, Study guides",acbk,nanf,,lcy,05/01/2020,1
1353799,The bear and the Bird King / from the Brothers Grimm ; retold and illustrated by Robert Byrd.,"Byrd, Robert",0525451188,[1994],"Dutton Children's Books,","Fairy tales, Folklore Germany Juvenile literature",jcbk,ccfft,,cen,06/01/2020,1
2689878,Oils (just a bit) to keep your body fit : what are oils? / by Brian P. Cleary ; illustrations by Martin Goneau ; consultant Jennifer K. Nelson.,"Cleary, Brian P., 1959-","1580135927, 9781580135924",2011.,"Millbrook Press,","Oils and fats Edible Juvenile literature, Fatty acids Juvenile literature, Nutrition Juvenile literature",jcbk,ccnf,,mob,07/01/2020,1
3346358,Ten magic butterflies / Danica McKellar ; illustrated by Jennifer Bricking.,"McKellar, Danica","1101933828, 1101933836, 9781101933824, 9781101933831",[2018],"Crown Books for Young Readers,","Stories in rhyme, Butterflies Juvenile fiction, Fairies Juvenile fiction, Flowers Juvenile fiction, Magic Juvenile fiction, Arithmetic Juvenile fiction",jcbk,ncpic,,rbe,01/01/2020,1
3488674,Realm of ash / Tasha Suri.,"Suri, Tasha","031644975X, 0356512010, 9780316449748, 9780316449755, 9780356512013",2019.,"Orbit,","Widows Fiction, Fantasy fiction",acbk,nasf,,col,06/01/2020,1
3285731,Every deadly kiss / Steven James.,"James, Steven, 1969-","1101991577, 9781101991572",2017.,"Berkley,","Bowers Patrick Fictitious character Fiction, Serial murder investigation Fiction, Criminologists Fiction, Thrillers Fiction",acbk,cafic,,cen,02/01/2020,2
2771253,We heard the heavens then : a memoir of Iran / Aria Minu-Sepehr.,"Minu-Sepehr, Aria","1451652186, 9781451652185",2012.,"Free Press,","Minu Sepehr Aria, Iranians 20th century Biography, Iran History Revolution 1979, Iran Politics and government 20th century",acbk,nanf,,dlr,05/01/2020,1
2383921,I've seen Santa! / by David Bedford ; illustrated by Tim Warnes.,"Bedford, David, 1969-","1589250583, 9781589250581",2006.,"Tiger Tales,","Santa Claus Juvenile fiction, Christmas Fiction, Bears Juvenile fiction",jcbk,nchol,,gwd,02/01/2020,1
3118291,"If the Buddha came to dinner : how to nourish your body to awaken your spirit / Halé Sofia Schatz, with Shira Shaiman.","Schatz, Halé Sofia, 1950-","078686883X, 9780786868834",2015.,"Hachette Books,","Nutrition, Spirituality",acbk,canf,,cen,11/01/2020,1
2699571,Deadly / Julie Chibbaro ; illustrations by Jean-Marc Superville Sovak.,"Chibbaro, Julie","0689857381, 9780689857386",2011.,"Atheneum Books for Young Readers,","Typhoid Mary 1869 1938 Fiction, Typhoid fever Juvenile fiction, Sex role Juvenile fiction, Epidemiology Juvenile fiction, Interpersonal relations Juvenile fiction, Diaries Fiction, New York N Y History 1898 1951 Juvenile fiction",acbk,cyfic,,cen,01/01/2020,1
3442680,Growing season / Maryann Cocca-Leffler.,"Cocca-Leffler, Maryann, 1958-","1454927046, 9781454927044",[2019],"Sterling Children's Books,","Friendship Juvenile fiction, Stature Juvenile fiction, Flowers Juvenile fiction, Gardens Juvenile fiction, School children Juvenile fiction, Picture books",jcbk,ncpic,,net,08/01/2020,1
3463296,Late migrations : a natural history of love and loss / Margaret Renkl ; with art by Billy Renkl.,"Renkl, Margaret","1571313788, 9781571313782",2019.,"Milkweed Editions,","Renkl Margaret, Renkl Margaret Family, Journalists United States Biography, Adult children of aging parents United States Biography, Autobiographies",acbk,canf,,cen,10/01/2020,1
3480354,Empire of time / Daniel Godfrey.,"Godfrey, Daniel (Novelist)","1785653156, 9781785653155",2017.,"Titan Books,","Time travel Fiction, Technological innovations Fiction, Romans Fiction, Pompeii Extinct city Fiction, Science fiction, Thrillers Fiction",acbk,nasf,,gwd,05/01/2020,1
2969729,"Snoop Dogg : Reincarnated / Snoop Lion ; photos by Willie T. ; [foreword, Ted Chung and Suroosh Alvi].",,"0847841774, 9780847841776",2013.,"Rizzoli,","Snoop Dogg 1972 Pictorial works, Snoop Dogg 1972 Travel Jamaica, Reincarnated Motion picture, Rap musicians Interviews",acbk,naaanf,,dth,07/01/2020,1
405270,"The paper bag princess / story, Robert N. Munsch ; illustrations, Michael Martchenko.","Munsch, Robert N., 1945-","0920236162, 0920236820, 9780920236826",[1980],"Annick Press,",,jcbk,ncpic,,net,01/01/2020,1
3224288,The shadow land : a novel / Elizabeth Kostova.,"Kostova, Elizabeth","0345527860, 9780345527868, 9781101966020",[2017],"Ballantine Books,","Americans Bulgaria Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,nafic,,col,08/01/2020,1
575473,Mark Twain's The diaries of Adam and Eve / edited and adapted for the stage by David Birney.,"Birney, David, 1939-","057369172X, 9780573691720",[2003],"French,",Comedies,acbk,capf,,cen,11/01/2020,4
3285417,Student body / Susan Rogers Cooper.,"Cooper, Susan Rogers","0727887114, 1847518192, 9780727887115, 9781847518194",[2017],"Severn House,","University of Texas Fiction, Pugh E J Fictitious character Fiction, College students Fiction, Murder Investigation Fiction, Austin Tex Fiction, Detective and mystery fiction",acbk,namys,Floating,gwd,07/01/2020,1
2724097,"Oh, what a Christmas! / by Michael Garland.","Garland, Michael, 1952-","054524210X, 9780545242103",2011.,"Scholastic Press,","Christmas Fiction, Santa Claus Juvenile fiction, Domestic animals Juvenile fiction, Humorous stories",jcbk,nchol,,dth,06/01/2020,1
3506106,With a little help from my friends / written by John Lennon and Paul McCartney ; illustrated by Henry Cole.,"Lennon, John, 1940-1980,","1534429832, 9781534429833",2019.,"Little Simon,","Friendship Juvenile fiction, Rock music Texts, Songs Texts",jcbk,ncpic,,mag,08/01/2020,1
3123893,Private Paris / James Patterson and Mark Sullivan.,"Patterson, James, 1947-","0316407054, 9780316407052",2016.,"Little, Brown, and Company,","Private investigators Fiction, Paris France Fiction, Suspense fiction",acbk,nafic,,swt,09/01/2020,1
2831058,Economix : how our economy works (and doesn't work) in words and pictures / by Michael Goodwin ; illustrated by Dan E. Burr ; foreword by David Bach ; introduction by Joel Bakan ; lettering by Debra Freiberg.,"Goodwin, Michael, 1966-","0606267301, 0810988399, 9780606267304, 9780810988392",[2012],"Abrams ComicArts,","Economics Comic books strips etc, Nonfiction comics",acbk,canf,,cen,06/01/2020,1
2916755,When the beat was born : DJ Kool Herc and the creation of hip hop / Laban Carrick Hill ; illustrated by Theodore Taylor III.,"Hill, Laban Carrick","1596435402, 9781596435407",2013.,"Roaring Brook Press,","DJ Kool Herc Juvenile literature, Disc jockeys United States Biography Juvenile literature, Rap musicians United States Biography Juvenile literature, Hip hop Juvenile literature, Disc jockeys Juvenile literature, Rap musicians Juvenile literature",jcbk,ncenf,,lcy,03/01/2020,2
3375986,"The bacteria book / written by Steve Mould ; [illustration, Mark Clifton, Molly Lattin, Bettina Myklebust Stovne].","Mould, Steve, 1978-","146547028X, 9781465470287",2018.,"DK, Penguin Random House,","Microorganisms Juvenile literature, Microorganisms",jcbk,ncnf,,rbe,01/01/2020,1
2701149,The cosmopolitan canopy : race and civility in everyday life / Elijah Anderson.,"Anderson, Elijah","0393071634, 9780393071634",[2011],"W. W. Norton,","City and town life Pennsylvania Philadelphia, Gentrification Pennsylvania Philadelphia, African Americans Social conditions 1975, United States Race relations, United States Ethnic relations",acbk,canf,,cen,08/01/2020,1
3304073,Dear Fahrenheit 451 : love and heartbreak in the stacks : a librarian's love letters and breakup notes to the books in her life / Annie Spence.,"Spence, Annie","1250106494, 9781250106490",[2017],"Flatiron Books,","Books and reading, Authors Books and reading",acbk,canf,,cen,06/01/2020,2
3474548,Daughters of chivalry : the forgotten princesses of King Edward Longshanks / Kelcey Wilson-Lee.,"WILSON-LEE, KELCEY.","164313194X, 9781643131948",2019.,"Pegasus Books,","Edward I King of England 1239 1307 Family, Princesses Great Britain Biography, Great Britain Kings and rulers Children Biography, Biographies",acbk,nanf,,lcy,09/01/2020,1
3028838,Rare bird : a memoir of loss and love / Anna Whiston-Donaldson ; foreward by Glennon Doyle Melton.,"Whiston-Donaldson, Anna","1601425198, 9781601425195",2014.,"Convergent Books,","Children Death Religious aspects, Mothers Religious life, Grief Religious aspects, Bereavement Religious aspects, Christian life",acbk,canf,,cen,11/01/2020,2
2698405,Circus of the damned / Laurell K. Hamilton.,"Hamilton, Laurell K.","0515134481, 9780515134483",2002.,"Jove Books,","Blake Anita Fictitious character Fiction, Vampires Fiction, Horror fiction, Love stories",acbk,nafic,,gwd,06/01/2020,1
3440837,The bookish life of Nina Hill / Abbi Waxman.,"Waxman, Abbi","0451491874, 9780451491879",2019.,"Berkley,","Families Fiction, Humorous fiction, Romance fiction",acbk,nafic,,rbe,11/01/2020,1
2831557,Fed up with frenzy : slow parenting in a fast-moving world / Susan Sachs Lipman ; illustrations by Lippy.,"Lipman, Susan Sachs","1402265255, 9781402265259",[2012],"Sourcebooks,","Parenting, Parent and child",acbk,canf,,cen,12/01/2020,1
2446093,Soul of the city : the Pike Place Public Market / Alice Shorett and Murray Morgan.,"Shorett, Alice","0295987464, 9780295987460",[2007],"The Market Foundation : In association with the University of Washington Press,","Pike Place Market Seattle Wash History, Markets Washington State Seattle History",acbk,nanf,,wts,06/01/2020,1
2804884,Legends of Zita the spacegirl / Ben Hatke.,"Hatke, Ben","1596434473, 1596438061, 9781596434479, 9781596438064",2012.,"First Second : Distribted by Macmillan Children's Books,","Heroes Comic books strips etc, Fame Comic books strips etc Juvenile fiction, Robots Comic books strips etc, Cartoons and comics Fiction, Graphic novels, Science fiction comic books strips etc",jcbk,nccomic,,net,08/01/2020,4
111387,"China in antiquity / by Henri Maspero ; translated by Frank A. Kierman, Jr.","Maspero, Henri, 1883-1945",0870231936,1978.,"University of Massachusetts Press,","China History To 221 B C, China Civilization, China Antiquities",acbk,canf,,cen,06/01/2020,1
3449527,Never have I ever : a novel / Joshilyn Jackson.,"Jackson, Joshilyn","006285531X, 9780062855312",[2019],"William Morrow, an imprint of HarperCollinsPublishers,","Extortion Fiction, Secrecy Fiction, Deception Fiction, Betrayal Fiction, Book clubs Discussion groups Fiction, Suspense fiction, Thrillers Fiction, Domestic fiction",acbk,nafic,,hip,08/01/2020,1
2715086,David Crockett : the Lion of the West / Michael Wallis.,"Wallis, Michael, 1945-","0393067580, 9780393067583",[2011],"W.W. Norton,","Crockett Davy 1786 1836, United States Congress House Biography, Pioneers Tennessee Biography, Legislators United States Biography, Alamo San Antonio Tex Siege 1836",acbk,nab,Floating,lcy,03/01/2020,1
3203201,Christmas in the crosshairs : two thousand years of denouncing and defending the world's most celebrated holiday / Gerry Bowler.,"Bowler, Gerry, 1948-","0190499001, 9780190499006",[2017],"Oxford University Press,",Christmas History,acbk,canf,,cen,01/01/2020,2
3027665,"Kindergarten phonics & ABCs / by the editors of Brain Quest ; consulting editor, Dale Blaess.",,"0761178074, 9780761178071",2014.,"Workman Publishing,","Reading Phonetic method Juvenile literature, Reading Phonetic method Problems exercises etc Juvenile literature, Reading Phonetic method Study and teaching Elementary Problems exercises etc Juvenile literature, English language Phonetics Juvenile literature, English language Alphabet Juvenile literature, English language Alphabet Problems exercises etc Juvenile literature, English language Alphabet Study and teaching Elementary Problems exercises etc Juvenile literature, Kindergarten Problems exercises etc Juvenile literature",jcbk,ncnf,,bro,09/01/2020,1
1877464,"Bazille : purity, pose, and painting in the 1860s / Dianne W. Pitman.","Pitman, Dianne W., 1955-",0271017007,[1998],"Pennsylvania State University,",Bazille Fr‚d‚ric 1841 1870 Criticism and interpretation,acbk,canf,,cen,12/01/2020,1
