BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
3221899,How to write a business plan / Mike P. McKeever.,"McKeever, Mike P.","1413323197, 9781413323191",c2017.,"Nolo,","Business planning, New business enterprises Planning, New business enterprises Finance, Small business Planning, Small business Finance",acbk,nanf,,spa,05/01/2020,1
1943088,Faraway home / Jane Kurtz ; illustrated by E.B. Lewis.,"Kurtz, Jane","0152000364, 0152010742",[2000],"Harcourt,","Fathers and daughters Juvenile fiction, African Americans Juvenile fiction, Ethiopia Juvenile fiction",jcbk,ccpic,,cen,01/01/2020,2
3357671,"The brain boost diet plan : 4 weeks to optimize your mood, memory and brain health for life / Christine Bailey.","Bailey, Christine, 1970-","1848993390, 9781848993396",2018.,"Nourish, an imprint of Watkins Media Limited,","Mental health Nutritional aspects, Intellect Nutritional aspects, Memory disorders Prevention, Functional foods, Cookbooks",acbk,nanf,,wts,03/01/2020,1
3384184,J'apprends la natation / texte d'Emmanuelle Ousset ; illustrations de Ninie.,"Ousset, Emmanuelle","2745979809, 9782745979803",2016.,"éditions Milan,","Swimming Juvenile literature, Swimming for children Juvenile literature, French language materials, Picture books",jcbk,ccln,,cen,01/01/2020,1
3519200,My bedroom is an office & other interior design dilemmas / Joanna Thornhill.,"Thornhill, Joanna","1786273861, 178627387X, 9781786273864, 9781786273871",2019.,"Laurence King Publishing,",Interior decoration Miscellanea,acbk,nanf,,swt,11/01/2020,1
2410407,Knock off / Rhonda Pollero.,"Pollero, Rhonda","0758215576, 9780758215574",[2007],"Kensington Books,","Legal assistants Fiction, Law firms Fiction, West Palm Beach Fla Fiction, Romantic suspense fiction, Detective and mystery fiction",acbk,camys,,cen,04/01/2020,1
3336230,Where I live / Brenda Rufener.,"Rufener, Brenda","0062571095, 9780062571090",[2018],"HarperteenTeen,","Homelessness Juvenile fiction, Abused women Juvenile fiction, Teenagers Juvenile fiction, Teenagers Fiction",acbk,cyfic,,cen,04/01/2020,1
2806093,Top 10 worst things about Ancient Greece you wouldn't want to know! / written by Victoria England ; illustrated by David Antram ; created & designed by David Salariya.,"England, Victoria","1433966913, 1433966921, 9781433966910, 9781433966927",[2012],"Gareth Stevens,",Greece Civilization To 146 B C Juvenile literature,jcbk,ncnf,,bro,09/01/2020,1
1336733,"Along freedom road : Hyde County, North Carolina and the fate of Black schools in the South / by David S. Cecelski.","Cecelski, David S.","0807821268, 0807844373",[1994],"University of North Carolina Press,","Segregation in education North Carolina Hyde County Case studies, School closings North Carolina Hyde County Case studies, African Americans Education North Carolina Hyde County Case studies",acbk,cs6,,cen,03/01/2020,1
3519304,Make noise : a creator's guide to podcasting and great audio storytelling / Eric Nuzum.,"Nuzum, Eric","1523504552, 1523509597, 9781523504558, 9781523509591",2019.,"Workman Publishing,",Podcasting,acbk,nanf,,hip,04/01/2020,1
19008,"Airphotography and satellite image interpretation for linears mapping and geologic evaluation : a pilot study in the Flint Creek and Triangle quadrangles, Owyhee County, Idaho / by William B. Hall and T. Helaine Walsh.","Hall, William B., 1925-2014",,1974.,"Idaho Bureau of Mines and Geology,","Aerial photography in geology, Astronautics in geology, Geological mapping, Geology Idaho Owyhee County",arbk,cs7r,,cen,12/01/2020,1
786493,"Messerschmitt Bf 109 in action / by John R. Beaman, Jr. & Jerry L. Campbell ; illustrated by Don Greer.","Beaman, John R.","0897471067, 0897471385",c1980-c1983.,"Squadron/Signal Publications,","Messerschmitt Bf 109 Fighter plane, World War 1939 1945 Aerial operations German",arbk,caaero,,cen,07/01/2020,2
3382213,"Lucy & Andy Neanderthal. [3], Bad to the bones / Jeffrey Brown.","Brown, Jeffrey, 1975-","0385388411, 0385388438, 9780385388412, 9780385388436",[2018],"Crown Books for Young Readers,","Brothers and sisters Comic books strips etc, Neanderthals Comic books strips etc, Neanderthal children Comic books strips etc, Humorous stories Comic books strips etc, Human Neanderthal encounters Comic books strips etc, Cartoons and comics, Graphic novels, Humorous comics",jcbk,nccomic,,qna,11/01/2020,1
2943993,The dark secret / by Tui T. Sutherland.,"Sutherland, Tui, 1978-","0545349214, 9780545349215",[2013],"Scholastic Press,","Dragons Juvenile fiction, Prophecies Fiction, Secrecy Juvenile fiction, Identity Psychology Juvenile fiction, Adventure stories, Adventure fiction",jcbk,ncfic,,qna,01/01/2020,1
2584984,"North American industry classification system, United States / Executive Office of the President, Office of Management and Budget.",,,1998-,"Bernan,","Industries United States Classification Handbooks manuals etc, Commercial products United States Classification Handbooks manuals etc",arbk,cadocr,,cen,02/01/2020,2
1658549,Murder by the book / Rex Stout ; introduction by David Handler.,"Stout, Rex, 1886-1975",0783815689,1996.,"G.K. Hall & Co.,","Wolfe Nero Fictitious character Fiction, Private investigators New York State New York Fiction, Large type books, Detective and mystery fiction",acbk,cs1malf,,cen,11/01/2020,1
2946415,In love with art : Françoise Mouly's adventures in comics with Art Spiegelman / written by Jeet Heer.,"Heer, Jeet","1552452786, 9781552452783",©2013.,"Coach House Books,","Mouly Fran‡oise Interviews, Spiegelman Art Interviews, Graphic artists United States Interviews, Cartoonists United States Interviews, Periodical editors United States Interviews",acbk,nanf,,gwd,08/01/2020,1
3442644,Picnic comma lightning : the experience of reality in the twenty-first century / Laurence Scott.,"Scott, Laurence (Lecturer)","0393609979, 9780393609974",2019.,"W.W. Norton & Company,","Identity Philosophical concept, Reality",acbk,canf,,cen,01/01/2020,2
3332467,A devious death / Alyssa Maxwell.,"Maxwell, Alyssa","1617738387, 9781617738388",2018.,"Kensington Publishing Corp.,","Nobility England Fiction, Women household employees Fiction, Murder Investigation Fiction, Great Britain History 20th century Fiction, Detective and mystery fiction, Historical fiction",acbk,namys,,swt,12/01/2020,1
3358274,I know I am precious and sacred / written by Debora Abood.,"Abood, Debora, 1953-","0992151643, 9780992151645",2015.,"Peppermint Toast Publishing,","Childrens rights Canada Juvenile literature, Indigenous children Canada Juvenile literature, Indigenous peoples Canada Juvenile literature, Respect for persons Juvenile literature",jcbk,ncnf,,gwd,11/01/2020,1
3208803,Momma : gone : a personal story / Nina Foxx.,"Foxx, Nina","1625174497, 9781625174499",[2014],"Brown Girls Publishing,","African American families New York State New York Fiction, African American families Alabama Fiction, Life change events Fiction, City and town life New York State New York Fiction, Country life Alabama Fiction, New York N Y Fiction, Alabama Fiction, Domestic fiction",acbk,naaafic,,dth,04/01/2020,1
3207006,Girl Scout garden party : [flyer and admission tags].,,,1933-1936.,"[Seattle Girl Scouts],","Girl Scouts of the United States of America, Girl Scouts Washington State Seattle",arbk,caseapm,,cen,12/01/2020,1
2210349,A picture book of Louis Braille / David A. Adler ; illustrated by John & Alexandra Wallner.,"Adler, David A.","0823412911, 0823414132",[2002?],"Holiday House,","Braille Louis 1809 1852 Juvenile literature, Blind teachers France Biography Juvenile literature, Teachers Juvenile literature, Blind Juvenile literature, People with disabilities Juvenile literature, Braille books Juvenile literature",jcbk,ncb,,gwd,12/01/2020,1
2806744,The case of the deadly butter chicken / Tarquin Hall.,"Hall, Tarquin","1451613156, 9781451613155",2012.,"Simon & Schuster,","Puri Vish Fictitious character Fiction, Private investigators India Fiction, Murder Investigation Fiction, Poisoning Fiction, India Fiction, Mystery fiction",acbk,namys,Floating,swt,03/01/2020,1
3419702,Goat's coat / Tom Percival ; illustrated by Christine Pym.,"Percival, Tom, 1977-","1681199017, 9781681199016",2018.,"Bloomsbury,","Conduct of life Fiction, Kindness Fiction, Generosity Fiction, Goats Fiction, Coats Fiction, Animals Fiction, Conduct of life Juvenile fiction, Kindness Juvenile fiction, Generosity Juvenile fiction, Goats Juvenile fiction, Coats Juvenile fiction, Animals Juvenile fiction",jcbk,ncnew,,net,07/01/2020,1
703996,"English-Lao, Lao-English dictionary = Vatchanānukom ʻAngkit-Lao, Lao-ʻAngkit / by Russell Marcus.","Marcus, Russell",0804809097,1988.,"Charles E. Tuttle,","English language Dictionaries Lao, Lao language Dictionaries English",arbk,caref,,cen,12/01/2020,1
60191,"Larry Burrows, compassionate photographer / by the editors of Life.","Burrows, Larry",,[1972],"Time-Life Books,",Photojournalism,arbk,cs8r,,cen,05/01/2020,1
2988791,"Multiple warheads. Alphabet to infinity, Book one / Brandon Graham.","Graham, Brandon","1607068400, 9781607068402",2014.,"Image Comics,","Smugglers Comic books strips etc, Organ trafficking Comic books strips etc, Werewolves Comic books strips etc, Magic Comic books strips etc, Monsters Comic books strips etc, Science fiction comic books strips etc, Graphic novels",acbk,cacomic,,cen,05/01/2020,1
3211351,"Urban trails. Kitsap : Bainbridge Island, Key Peninsula, Bremerton/Silverdale, Gig Harbor / Craig Romano.","Romano, Craig","1680510223, 9781680510225",[2016],"Mountaineers Books,","Trails Washington State Maps, Hiking Washington State Guidebooks, Washington State Maps",acbk,nanf,,qna,04/01/2020,1
537126,Movie talk : who said what about whom in the movies / [compiled by] David Shipman.,,0312034032,[1988],"St. Martin's Press,","Motion picture industry Anecdotes, Motion picture actors and actresses Quotations, Motion picture producers and directors Quotations",arbk,caref,,cen,07/01/2020,1
1382667,Nibble nibble : poems for children / by Margaret Wise Brown ; illustrated by Leonard Weisgard.,"Brown, Margaret Wise, 1910-1952","0060279974, 0201092913",[1959],"HarperCollins,","Nature Juvenile poetry, Childrens poetry American Juvenile literature, American poetry Juvenile literature",jcbk,ccnf,,cen,05/01/2020,2
3445028,Bhopal dance : a novel / Jennifer Natalya Fink ; foreword by Mary Caponegro.,"Fink, Jennifer Natalya,","1573660647, 9781573660648",[2018],"FC2,","Bhopal Union Carbide Plant Disaster Bhopal India 1984 Fiction, India Politics and government 20th century Fiction, Environmentalists Fiction, Historical fiction",acbk,nafic,,bal,10/01/2020,1
2633789,The unknown cultural revolution : life and change in a Chinese village / Dongping Han.,"Han, Dongping","1583671803, 9781583671801",[2008],"Monthly Review Press,","Rural development China, Education Rural China, Educational change China, Rural children Education China, China Social conditions, China Politics and government, China History Cultural Revolution 1966 1976",acbk,canf,,cen,01/01/2020,1
3226836,Ambulances / by Cari Meister.,"Meister, Cari","1620313650, 1620314835, 9781620313657, 9781620314838",[2017],"Bullfrog Books,",Ambulances Juvenile literature,jcbk,ncenf,,col,06/01/2020,1
3466849,The game of desire : 5 surprising secrets to dating with dominance--and getting what you want / Shan Boodram.,"Boodram, Shannon T.,","0062952544, 9780062952547",[2019],"Dey Street,","Dating Social customs, Online dating, Interpersonal relations, Man woman relationships",acbk,nanew,,bal,07/01/2020,1
3336511,Great works : encounters with art / Michael Glover.,"Glover, Michael, 1949-","3791383019, 9783791383019",[2016],"Prestel,",Art criticism,acbk,nanf,,net,05/01/2020,1
3504528,The power of favor : the force that will take you where you can't go on your own / Joel Osteen.,"Osteen, Joel","1455534331, 9781455534333",2019.,"FaithWords,",Christian life,acbk,canf,,cen,08/01/2020,1
361820,The science of musical instruments.,"Richardson, E. G. (Edward Gick), 1896-1960",,1954.,"[publisher not identified],",Musical instruments,arbk,cs7r,,cen,09/01/2020,1
3125549,"Pyŏllan yorisa ŭi haengbok resip'i / kŭl/kŭrim, Chŏng Sŏr-hŭi.","Chŏng, Sŏr-hŭi.","8994975713, 9788994975719",2015.,"Noran Twaeji,","Picture books for children, Korean language materials",jcbk,ccln,,cen,12/01/2020,1
2386513,Analysis of service coordination in the Department of Social and Health Services / State of Washington Joint Legislative Audit and Review Committee (JLARC).,,,[2006],"The Committee,","Washington State Department of Social and Health Services, Social service Teamwork Washington State, Social work administration Washington State, Health services administration Washington State",arbk,cadocr,,cen,06/01/2020,1
2916903,The blessing cup / Patricia Polacco.,"Polacco, Patricia","1442450479, 9781442450479",[2013],"Simon & Schuster Books for Young Readers,","Drinking cups Juvenile fiction, Jews Fiction, Family life Fiction",jcbk,ccpic,,cen,03/01/2020,2
738558,The kindergarten; reports of the Committee of Nineteen on the theory and practice of the kindergarten.,International Kindergarten Union. Committee of Nineteen,,[1913],"Houghton Mifflin,",Kindergarten,acbk,cs6,,cen,05/01/2020,1
3439569,"Pacific Wire & Plating Works, Inc. : manufacturers of wire, iron, brass and bronze work.","Pacific Wire & Plating Works, Inc. (Seattle, Wash.)",,1910.,"Pacific Wire & Plating Works, Inc.,","Brasswork Washington State Seattle Catalogs, Ironwork Washington State Seattle Catalogs, Elevators Washington State Seattle Catalogs, Fire escapes Washington State Seattle Catalogs, Wire fencing Washington State Seattle Catalogs, Steel wire industry Washington State Seattle Catalogs, Gates Washington State Seattle Catalogs, Manufacturers catalogs",arbk,cs9ssl,,cen,10/01/2020,1
3276190,Heart of the land / Sarah Prineas.,"Prineas, Sarah","1338116657, 1338189816, 1742762743, 9781338116656, 9781338189810, 9781742762746",2017.,"Scholastic Inc.,","Human animal relationships Juvenile fiction, Good and evil Juvenile fiction, Shapeshifting Juvenile fiction, Fantasy fiction",jcbk,ccser,,cen,08/01/2020,1
476342,Beating the stock market.,"McNeel, R. W. (Reed W.)",,[1963],"Fraser Pub. Co.,",Speculation,arbk,cs6r,,cen,10/01/2020,1
3058975,Mai tai'd up / Alice Clayton.,"Clayton, Alice","1476766711, 9781476766713",2014.,"Gallery Books,","Sexual dominance and submission Fiction, Man woman relationships Fiction, Love stories",acbk,cafic,,cen,05/01/2020,1
2461504,The Christmas song : chestnuts roasting on an open fire / by Mel Tormé and Robert Wells ; illustrated by Doris Barrette.,"Tormé, Mel, 1925-1999","0060722258, 0060722274, 9780060722258, 9780060722272",2007.,"HarperCollins,","Christmas music Texts Juvenile fiction, Christmas Songs and music Fiction, Songs",jcbk,cchol,,cen,03/01/2020,1
3346839,The spy in the bleachers / created by Gertrude Chandler Warner ; illustrated by Robert Papp.,"Warner, Gertrude Chandler, 1890-1979","0807576077, 9780807576076",2010.,"Albert Whitman & Company,","Boxcar children Fictitious characters Juvenile fiction, Brothers and sisters Juvenile fiction, Orphans Juvenile fiction, Baseball teams Juvenile fiction, Baseball players Juvenile fiction, Pitchers Baseball Juvenile fiction, Mystery and detective stories",jcbk,ncef,,gwd,04/01/2020,1
3377781,"Bug lab for kids : family-friendly activities for exploring the amazing world of beetles, butterflies, spiders, and other arthropods / John W. Guyton, Ph.D.","Guyton, John W.,","1631593544, 9781631593543",2018.,"Quarry Books,","Insects Juvenile literature, Spiders Juvenile literature",jcbk,ncnf,,swt,09/01/2020,1
2047325,Relaxing on the porch / Megan Fulweiler.,"Fulweiler, Megan",1586630342,[2000],"Friedman/Fairfax,","Porches Design and construction, Architecture Domestic 20th century",acbk,canf,,cen,04/01/2020,1
2792747,"Lunch bags! : 25 handmade sacks & wraps to sew today / [editors, Ann Haley and Cynthia Bix].",,"1607050048, 9781607050049",[2010],"Stash Books,","Tote bags, Bags, Lunchboxes, Sewing",acbk,canf,,cen,01/01/2020,1
3504171,I will take the answer : essays / Ander Monson.,"Monson, Ander, 1975-","1644450119, 9781644450116",[2020],"Graywolf Press,","American essays 21st century, Essays",acbk,nanf,,wts,12/01/2020,1
3209644,Conocí a un dinosaurio / Jan Wahl ; ilustraciones de Chris Sheban ; traducción de Miguel Azaola.,"Wahl, Jan","8494429183, 9788494429187",2016 .,"Ediciones Ekaré,","Dinosaurs Juvenile fiction, Imagination Juvenile fiction, Spanish language materials",jcbk,ccln,,cen,09/01/2020,1
3397013,George shrinks / by William Joyce.,"Joyce, William, 1957-","1481489534, 9781481489539",[2017],"Atheneum Books for Young Readers,","Size perception Juvenile fiction, Boys Juvenile fiction, Size Fiction, Boys Fiction",jcbk,ncpic,,qna,12/01/2020,1
1270197,Transitway alternative report / submitted by Parsons Brinckerhoff/Kaiser Engineers Team ; submitted to METRO.,Parsons Brinckerhoff/Kaiser Engineers Team,,[1991],"METRO,","Regional Transit Project Wash, Municipality of Metropolitan Seattle, Bus lanes Washington State Puget Sound Region Planning, Bus lanes Washington State Seattle Planning, Local transit Washington State Puget Sound Region Planning, Local transit Washington State Seattle Planning, High occupancy vehicle lanes Washington State Puget Sound Region Planning, High occupancy vehicle lanes Washington State Seattle Planning",arbk,casea,,cen,06/01/2020,1
3493634,"Atlas for genealogists, Dubuque County, Iowa, 1830+ / compiled by J. Biays Bowerman.","Bowerman, Biays, 1924-",,1985.,"Dubuque County-Key City, Genealogical Society,","Dubuque County Iowa Maps, Dubuque County Iowa Administrative and political divisions Maps, Names Geographical Iowa Dubuque County History",arbk,cagr,,cen,06/01/2020,1
3154403,When the sun shines on Antarctica : and other poems about the frozen continent / Irene Latham ; illustrated by Anna Wadham.,"Latham, Irene","1467752169, 9781467752169, 9781467797290",[2016],"Millbrook Press, a division of Lerner Publishin Group, Inc.,","Natural history Antarctica Juvenile literature, Summer Antarctica Juvenile literature, Natural history, Summer, Antarctica",jcbk,ncnf,,bal,12/01/2020,1
3460052,Data science strategy for dummies / by Ulrika Jägare ; forward by Lillian Pierson.,"Jägare, Ulrika, author.","1119566258, 9781119566250",[2019],"John Wiley & Sons, Inc.,","Big data, Data mining, Information science, Data structures Computer science, Database management",acbk,nanf,,bro,03/01/2020,1
2272933,Attack from the sky : Naval air operations in the Korean War / Richard C. Knott.,"Knott, Richard C.",0945274521,2004.,"Naval Historical Center, Dept. of the Navy : For sale by the Supt. of Docs., U.S. G.P.O.,","United States Navy Aviation History 20th century, Korean War 1950 1953 Aerial operations American",acbk,cadoc,,cen,01/01/2020,1
2859427,Through the second skin / Derek Sheffield.,"Sheffield, Derek","1932535284, 9781932535280",2013.,"Orchises Press,",,acbk,canf,,cen,10/01/2020,1
3431906,Baby's first bank heist / Jim Whalley ; illustrated by Stephen Collins.,"Whalley, Jim, 1981-","1547600624, 9781547600625",2019.,"Bloomsbury Children's Books,","Babies Fiction, Bank robberies Juvenile fiction, Infants Juvenile fiction, Pets Juvenile fiction, Families Juvenile fiction, Humorous stories, Stories in rhyme, Picture books",jcbk,ncpic,,rbe,07/01/2020,1
3364777,Pig the star / Aaron Blabey.,"Blabey, Aaron","133828021X, 9781338280210",[2018],"Scholastic Press,","Pug Juvenile fiction, Dachshunds Juvenile fiction, Dogs Juvenile fiction, Photographers Juvenile fiction, Sharing Juvenile fiction, Stories in rhyme, Stories in rhyme",jcbk,ncpic,,cap,09/01/2020,1
3307212,What are we doing here? : essays / Marilynne Robinson.,"Robinson, Marilynne","0374282218, 9780374282219",2018.,"Farrar, Straus and Giroux,",Essays,acbk,nanf,,gwd,02/01/2020,1
3133284,Warren the 13th and the All-Seeing Eye / written by Tania del Rio ; illustrated & designed by Will Staehle.,"Del Rio, Tania","1594748039, 9781594748035",[2015],"Quirk Books,","Hotels motels etc Fiction, Adventure and adventurers Fiction, Hotels Juvenile fiction, Orphans Juvenile fiction, Families Juvenile fiction",jcbk,ccfic,,cen,01/01/2020,1
70858,"MG, Morris, and Magnette repair and tune-up guide.","Glenn, Harold T.",,1964.,"Chilton Books,","Morris automobile Maintenance and repair Handbooks manuals etc, M G automobiles Maintenance and repair Handbooks manuals etc, Magnette automobile Maintenance and repair Handbooks manuals etc",arbk,cs7r,,cen,09/01/2020,1
3097484,The drowning / Camilla Läckberg ; translated by Tiina Nunnally.,"Läckberg, Camilla, 1974-","1605988561, 9781605988566",2015.,"Pegasus Crime,","Hedstr”m Patrik Fictitious character Fiction, Novelists Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,camys,,mob,06/01/2020,1
10258,Riders of the border; a selection of thirty drawings. / With text by the artist.,"Cisneros, José, 1910-2009",,[1971],"Texas Western Press, University of Texas at El Paso,","Cisneros Jos‚ 1910 2009, Southwest New In art",arbk,cs8r,,cen,02/01/2020,1
2477718,"Mariages de St-François d'Assise de la Longue-Pointe, 1724-1975 / relevé en collaboration.",,,1977.,"Éditions Bergeron,","Paroisse de Saint Fran‡ois dAssise Longue Pointe Qu‚bec Registers, Marriage records Qu‚bec Province Longue Pointe, Longue Pointe Qu‚bec Genealogy",arbk,caref,,cen,09/01/2020,1
3433899,Mantras in motion : manifesting what you want through mindful movement / Erin Stutland.,"Stutland, Erin","1401955274, 9781401955274",2019.,"Hay House,","Mind and body, Mantras, Exercise, Self realization",acbk,nanf,,gwd,08/01/2020,1
259759,"The Evergreen State souvenir : containing a review of the resources, wealth, varied industries and commercial advantages of the State of Washington / by J.O. Hestwood.","Hestwood, J. O. (James O.)",,1893.,"W.B. Conkey Co.,","Washington State Description and travel, Washington State Economic conditions",arbk,casea,,cen,03/01/2020,2
3433130,"So here's the thing... : notes on growing up, getting older, and trusting your gut / Alyssa Mastromonaco with Lauren Oyler.","Mastromonaco, Alyssa, 1976-","153873155X, 9781538731550",2019.,"Twelve,","Mastromonaco Alyssa 1976, Young women Conduct of life, Women government executives United States Biography, Autobiographies",acbk,nanf,,col,08/01/2020,1
3346579,Two steps forward : a novel / Graeme Simsion & Anne Buist.,"Simsion, Graeme C.","0062846159, 1443455636, 9780062846150, 9781443455633",[2018],"William Morrow, an imprint of HarperCollinsPublishers,","Man woman relationships Fiction, Women artists Fiction, Widows Fiction, Engineers Fiction, Divorced men Fiction, Camino de Santiago de Compostela Fiction",acbk,nafic,,net,07/01/2020,1
3364466,And then we danced : a voyage into the groove / Henry Alford.,"Alford, Henry, 1962-","1501122258, 1501122266, 9781501122255, 9781501122262",2018.,"Simon & Schuster,","Alford Henry 1962 Humor, Dance Social aspects, Dance Humor, Dancers Biography, Biographies, Humor",acbk,nanf,,gwd,06/01/2020,1
1902231,A high wind in Jamaica / Richard Hughes ; introduction by Francine Prose.,"Hughes, Richard, 1900-1976",0940322153,1999.,"New York Review Books,","Children Fiction, Pirates Fiction, Sea fiction",acbk,nafic,,lcy,04/01/2020,1
1921197,"Willapa NWR additions : environmental assessment, land protection plan, and conceptual management plan : Pacific County, Washington.",U.S. Fish and Wildlife Service,,[1999],"U.S. Fish and Wildlife Service,","Habitat conservation Washington State Willapa National Wildlife Refuge, Wildlife conservation Washington State Willapa National Wildlife Refuge, Fishes Conservation Washington State Willapa National Wildlife Refuge, Willapa National Wildlife Refuge Wash",acbk,cadoc,,cen,01/01/2020,1
264064,"Tiger beetles of the genus Cicindela in the Sulphur Springs Valley, Arizona, with descriptions of three new subspecies (Cicindelidae--Coleoptera) / by Norman L. Rumpp.","Rumpp, Norman L.",,1977.,"California Academy of Sciences,","Cicindela Speciation, Insects Speciation, Insects Speciation Arizona Sulphur Springs Valley",arbk,cs7r,,cen,05/01/2020,1
3455724,Maisy goes to a show / Lucy Cousins.,"Cousins, Lucy","1536204633, 9781536204636",2019.,"Candlewick Press,","Maisy Fictitious character from Cousins Juvenile fiction, Theater Juvenile fiction, Mice Juvenile fiction, Picture books, Animal fiction",jcbk,ncpic,,lcy,05/01/2020,1
508733,To the Arctic : an introduction to the far northern world / Steven B. Young.,"Young, Steven B.",0471620823,[1989],"Wiley,","Natural history Arctic regions, Arctic regions Description and travel",acbk,cs7,,cen,03/01/2020,1
3500762,"Until the end of time : mind, matter, and our search for meaning in an evolving universe / Brian Greene.","Greene, B. (Brian), 1963-","1524731676, 9781524731670",2020.,"Alfred A. Knopf,","Cosmology, Physics Philosophy",acbk,nanf,,nhy,03/01/2020,1
2051389,"Louis Sullivan : the poetry of architecture / Robert Twombly, Narciso G. Menocal.","Twombly, Robert C.",0393048233,[2000],"W.W. Norton & Co.,","Sullivan Louis H 1856 1924 Catalogs, Sullivan Louis H 1856 1924 Philosophy",acbk,canf,,cen,02/01/2020,1
2831723,"Draft environmental impact statement, Carrier Battle Group (CVBG) homeporting in the Puget Sound Area, Washington State / prepared for Department of the Navy, Western Division, Naval Facilities Engineering Command.",,,[1984],"[Dept. of the Navy?],",Navy yards and naval stations Environmental aspects Washington State Puget Sound Region,arbk,cs9s,,cen,04/01/2020,1
3203254,The woman in cabin 10 / Ruth Ware.,"Ware, Ruth","141049151X, 9781410491510",2016.,"Thorndike Press,","Women journalists Fiction, Cruise ships Fiction, Large type books, Psychological fiction, Suspense fiction, Mystery fiction",acbk,nalpfic,Floating,bea,03/01/2020,1
3376138,Meet your dog : the game-changing guide to understanding your dog's behavior / by Kim Brophey ; foreword by Raymond Coppinger ; photographs by Jason Hewitt.,"Brophey, Kim,","1452148996, 9781452148991",[2018],"Chronicle Books,","Dogs Behavior, Human animal communication",acbk,nanf,,bal,04/01/2020,1
3261957,"My awesome summer, by P. Mantis / Paul Meisel.","Meisel, Paul","0823436713, 9780823436712",[2017],"Holiday House,",Praying mantis Juvenile literature,jcbk,ncenf,,rbe,11/01/2020,1
2052381,"The Seattle plan : for eliminating racial imbalance by the 1979-80 school year / Seattle Public Schools, Desegregation Planning Office.",Seattle Public Schools. Desegregation Planning Office.,,[1977],"[SPS],","Busing for school integration Washington State Seattle, School integration Washington State Seattle",arbk,cs9s,,cen,09/01/2020,1
2483427,Scooby-Doo! Museum madness / by Jesse Leon McCann.,"McCann, Jesse Leon","0545006694, 9780545006699",[2008],"Scholastic,","Scooby Doo Fictitious character Juvenile fiction, Mummies Juvenile fiction, Dogs Fiction, Mystery and detective stories",jcbk,ccser,,cen,12/01/2020,2
2631341,The Japanese ninja surprise / created by Jeff Brown ; written by Sara Pennypacker ; pictures by Macky Pamintuan.,"Pennypacker, Sara, 1951-","0061429945, 0061429953, 9780061429941, 9780061429958",2009.,"HarperCollins,","Ninja Juvenile fiction, Martial arts Juvenile fiction, Actors and actresses Fiction, Voyages and travels Juvenile fiction, Lambchop Stanley Fictitious character Juvenile fiction, Adventure stories, Humorous stories, Japan Juvenile fiction",jcbk,ncef,,bro,02/01/2020,1
2938399,Songs of Willow Frost / Jamie Ford.,"Ford, Jamie","1410462188, 9781410462183",2013.,"Thorndike Press,","Actress Fiction, Orphans Fiction, Orphanages Fiction, Mother and child Fiction, Large type books, Hollywood Los Angeles Calif Fiction, Psychological fiction, Suspense fiction",acbk,nalpfic,Floating,net,02/01/2020,2
338548,"A guide to Western manuscripts and documents in the British Isles relating to South and South East Asia. / Compiled by M.D. Wainwright and Noel Matthews, under the general supervision of J.D. Pearson.","Wainwright, Mary Doreen",,1965.,"Oxford University Press,","Archives Great Britain Catalogs, Asia History Sources Bibliography",arbk,cagbi,,cen,02/01/2020,1
3503666,"Batman. Vol. 11, The fall and the fallen / writers, Tom King [and 6 others] ; artists, Mikel Janín, Jorge Fornés [and 6 others] ; colorists, Jordie Bellaire [and 5 others] ; letterers, Clayton Cowles [and 4 others] ; collection cover artists, Andy Kubert and Brad Anderson.","King, Tom, 1978-","1779501609, 9781779501608",[2019],"DC Comics,","Batman Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Good and evil Comic books strips etc, Graphic novels, Comics Graphic works",acbk,nycomic,,gwd,11/01/2020,1
3260582,Marion and the secret letter / by Callie Barkley ; illustrated by Tracy Bishop.,"Barkley, Callie","1481487027, 1481487035, 9781481487023, 9781481487030",2017.,"Little Simon,","Hamsters as pets Juvenile fiction, Schools Juvenile fiction, Treasure hunt Game Juvenile fiction, Lost articles Juvenile fiction, Friendship Juvenile fiction, Animal shelters Juvenile fiction, Clubs Juvenile fiction, Lost and found possessions Fiction, Mystery and detective stories, Detective and mystery fiction",jcbk,ncef,,rbe,02/01/2020,1
196007,The novels and plays of Saki (H.H. Munro) complete in one volume.,"Saki, 1870-1916",,1933.,"The Viking press,",,acbk,cs3fic,,cen,02/01/2020,1
3162236,Fridays with the wizards / Jessica Day George.,"George, Jessica Day, 1976-","1619634295, 9781619634299",2016.,"Bloomsbury,","Castles Juvenile fiction, Princesses Juvenile fiction, Brothers and sisters Juvenile fiction, Wizards Juvenile fiction, Fairy tales",jcbk,ncfic,,dth,04/01/2020,1
3393902,Cracking the AP European history exam / the staff of the Princeton Review.,,"152475806X, 9781524758066",[2018],"Penguin Random House,","Advanced placement programs Education Examinations Study guides, College entrance achievement tests Study guides, Universities and colleges United States Entrance examinations Study guides, Europe History Examinations Study guides, Europe History Examinations questions etc, Study guides, Examinations",acbk,najob,,net,02/01/2020,1
